,Title,Year,Director,Writer,Actors,Genre,Language,Country,Runtime,BoxOffice
2760,The Other End of the Line,2008,James Dodson,Tracey Jackson,"Jesse Metcalfe, Austin Basis, Larry Miller, Michael Chen",Comedy,English,UK,106,59078
2761,Jake Squared,2013,Howard Goldberg,Howard Goldberg,"Elias Koteas, Jennifer Jason Leigh, Virginia Madsen, Kevin Railsback",Comedy,English,USA,100,1681
2762,G.I. Joe: Retaliation,2013,Jon M. Chu,"Rhett Reese, Paul Wernick","Dwayne Johnson, Jonathan Pryce, Byung-Hun Lee, Elodie Yung",Action,English,USA,110,122512052
2763,Lady Macbeth,2016,William Oldroyd,"Nikolai Leskov (based on Lady Macbeth of Mtsensk), Alice Birch","Florence Pugh, Cosmo Jarvis, Paul Hilton, Naomi Ackie",Drama,English,UK,89,1128187
2764,Tinker Bell and the Legend of the NeverBeast,2014,Steve Loter,"Steve Loter (story), Tom Rogers (story), Tom Rogers (screenplay), Robert Schooley (screenplay), Mark McCorkle (screenplay), Kate Kondell (screenplay)","Ginnifer Goodwin, Mae Whitman, Rosario Dawson, Lucy Liu",Animation,English,USA,76,1204288
2765,The Immigrant,2013,James Gray,"James Gray, Ric Menello","Marion Cotillard, Joaquin Phoenix, Jeremy Renner, Dagmara Dominczyk",Drama,English,USA,120,1300791
2766,Pandora's Promise,2013,Robert Stone,Robert Stone,"Stewart Brand, Richard Rhodes, Gwyneth Cravens, Mark Lynas",Documentary,English,USA,87,69252
2767,Frantz,2016,Francois Ozon,"Francois Ozon (scenario), Philippe Piazzo (in collaboration with), Ernst Lubitsch (movie ""Broken Lullaby"")","Pierre Niney, Paula Beer, Ernst Stotzner, Marie Gruber",Drama,French,France,113,880474
2768,Eat Pray Love,2010,Ryan Murphy,"Ryan Murphy (screenplay), Jennifer Salt (screenplay), Elizabeth Gilbert (book)","Julia Roberts, I. Gusti Ayu Puspawati, Hadi Subiyanto, Billy Crudup",Drama,English,USA,133,80574010
2769,The Tempest,2010,Julie Taymor,"Julie Taymor (screenplay), William Shakespeare (play)","Felicity Jones, Jude Akuwudike, Reeve Carney, David Strathairn",Comedy,English,USA,110,277515
2770,Ghanchakkar,2013,Raj Kumar Gupta,"Raj Kumar Gupta (screenplay and dialogue), Parveez Sheikh (screenplay and dialogue), Parveez Sheikh (story)","Vidya Balan, Emraan Hashmi, Rajesh Sharma, Parvin Dabas",Comedy,Hindi,India,137,203044
2771,The Armstrong Lie,2013,Alex Gibney,Alex Gibney,"Reed Albergotti, Betsy Andreu, Frankie Andreu, Lance Armstrong",Documentary,English,USA,124,381673
2773,Centurion,2010,Neil Marshall,Neil Marshall,"Michael Fassbender, Andreas Wisniewski, Dave Legeno, Axelle Carolyn",Action,English,UK,97,122288
2774,Man on a Ledge,2012,Asger Leth,Pablo F. Fenjves,"Sam Worthington, Mandy Gonzalez, William Sadler, Barbara Marineau",Action,English,USA,102,18400000
2775,Sinister,2012,Scott Derrickson,"Scott Derrickson, C. Robert Cargill","Ethan Hawke, Juliet Rylance, Fred Dalton Thompson, James Ransone",Horror,English,USA,110,48100000
2776,The Myth of the American Sleepover,2010,David Robert Mitchell,David Robert Mitchell,"Claire Sloma, Marlon Morton, Amanda Bauer, Brett Jacobsen",Comedy,English,USA,96,39001
2777,Rocks in My Pockets,2014,Signe Baumane,Signe Baumane,Signe Baumane,Animation,English,USA,88,22518
2778,Hands of Stone,2016,Jonathan Jakubowicz,Jonathan Jakubowicz,"Edgar Ramirez, Robert De Niro, Usher Raymond, Ruben Blades",Action,English,Panama,111,4711216
2779,Despicable Me 3,2017,"Kyle Balda, Pierre Coffin, Eric Guillon(co-director)","Cinco Paul, Ken Daurio","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove",Animation,English,USA,89,264194540
2780,The Babymakers,2012,Jay Chandrasekhar,"Peter Gaulke, Gerry Swallow","Paul Schneider, Olivia Munn, Michael Yurchak, Wood Harris",Comedy,English,USA,95,5215
2781,A Turtle's Tale 2: Sammy's Escape from Paradise,2012,"Vincent Kesteloot, Ben Stassen, Mimi Maynard",Domonic Paris,"Alan Shearman, Thomas Lee, Cinda Adams, Mari Devon",Animation,English,Belgium,92,519049
2782,Heartbeats,2010,Xavier Dolan,Xavier Dolan (scenario & dialogue),"Monia Chokri, Niels Schneider, Xavier Dolan, Anne Dorval",Drama,French,Canada,101,60991
2783,The Glass Castle,2017,Destin Daniel Cretton,"Destin Daniel Cretton (screenplay by), Andrew Lanham (screenplay by), Jeannette Walls (based upon the book by)","Brie Larson, Woody Harrelson, Naomi Watts, Ella Anderson",Biography,English,USA,127,17238739
2784,InAPPropriate Comedy,2013,Vince Offer,"Ken Pringle, Ari Shaffir, Vince Offer, Adrien Brody (additional dialogue written by), Christina Pazsitzky (additional dialogue written by), John Ryan Jr. (additional dialogue written by), Dante (additional dialogue written by), George Boseman (additional dialogue written by)","Rob Schneider, Noelle Kenney, Michelle Rodriguez, Adrien Brody",Comedy,English,USA,83,156414
2785,Let the Bullets Fly,2010,Wen Jiang,"Junli Guo (screenplay), Wen Jiang (screenplay), Bukong Li (screenplay), Ma Shitu (adapted from ''Ye Tan Shi Ji'' by), Ping Shu (screenplay), Xiao Wei (screenplay), Sujin Zhu (screenplay)","Yun-Fat Chow, You Ge, Wen Jiang, Carina Lau",Action,Mandarin,China,132,42616
2786,Babylon A.D.,2008,Mathieu Kassovitz,"Maurice G. Dantec (novel), Mathieu Kassovitz (screenplay), Eric Besnard (scenario and dialogue), Joseph Simas (screenplay)","Vin Diesel, Michelle Yeoh, Melanie Thierry, Gerard Depardieu",Action,English,France,90,22489779
2787,Musical Chairs,2011,Susan Seidelman,Marty Madden,"Leah Pipes, E.J. Bonilla, Priscilla Lopez, Jaime Tirelli",Drama,English,USA,102,29876
2788,Jaane Tu... Ya Jaane Na,2008,Abbas Tyrewala,Abbas Tyrewala,"Imran Khan, Genelia D'Souza, Manjari Phadnis, Ayaz Khan",Comedy,Hindi,India,155,539857
2789,The Artist and the Model,2012,Fernando Trueba,"Jean-Claude Carriere, Fernando Trueba","Jean Rochefort, Aida Folch, Claudia Cardinale, Chus Lampreave",Drama,French,Spain,105,48139
2790,Nativity 2: Danger in the Manger!,2012,Debbie Isitt,Debbie Isitt,"David Tennant, Marc Wootton, Jason Watkins, Joanna Page",Comedy,English,UK,105,5109698
2791,Kath & Kimderella,2012,Ted Emery,"Gina Riley, Jane Turner, Gina Riley (television series ""Kath & Kim""), Jane Turner (television series ""Kath & Kim""), Magda Szubanski (character Sharon Strzelecki)","Jane Turner, Gina Riley, Magda Szubanski, Glenn Robbins",Comedy,English,Australia,86,3982426
2792,Jack the Giant Slayer,2013,Bryan Singer,"Darren Lemke (screenplay), Christopher McQuarrie (screenplay), Dan Studney (screenplay), Darren Lemke (story), David Dobkin (story)","Nicholas Hoult, Eleanor Tomlinson, Ewan McGregor, Stanley Tucci",Adventure,English,USA,114,65171860
2793,Yennai Arindhaal,2015,Gautham Menon,"Thiagarajan Kumararaja, Gautham Menon, Shridhar Raghavan","Ajith Kumar, Arun Vijay, Trisha Krishnan, Anushka Shetty",Action,Tamil,India,168,105184
2794,San Andreas,2015,Brad Peyton,"Carlton Cuse (screenplay), Andre Fabrizio (story), Jeremy Passmore (story), Carlton Cuse, Andre Fabrizio","Dwayne Johnson, Carla Gugino, Alexandra Daddario, Ioan Gruffudd",Action,English,USA,114,127666001
2795,Brideshead Revisited,2008,Julian Jarrold,"Andrew Davies, Jeremy Brock, Evelyn Waugh (novel)","Matthew Goode, Thomas Morrison, David Barrass, Anna Madeley",Drama,English,UK,133,6359742
2796,Big Eyes,2014,Tim Burton,"Scott Alexander, Larry Karaszewski","Amy Adams, Christoph Waltz, Danny Huston, Krysten Ritter",Biography,English,USA,106,8021168
2797,Don 2,2011,Farhan Akhtar,"Farhan Akhtar (dialogue), Farhan Akhtar (story), Javed Akhtar (characters), Salim Khan (characters), Ameet Mehta (screenplay), Ameet Mehta (story), Rajshri Sudhakar (Dialogue Writer: Telugu)","Shah Rukh Khan, Priyanka Chopra, Boman Irani, Lara Dutta",Action,Hindi,India,148,2425377
2798,Back to 1942,2012,Xiaogang Feng,"Zhenyun Liu (novel), Zhenyun Liu","Guoli Zhang, Hanyu Zhang, Wei Fan, Yuanzheng Feng",Drama,Mandarin,China,145,212475
2799,Moana,2016,"Ron Clements, John Musker, Don Hall(co-director), Chris Williams(co-director)","Jared Bush (screenplay by), Ron Clements (story by), John Musker (story by), Chris Williams (story by), Don Hall (story by), Pamela Ribon (story by), Aaron Kandell (story by), Jordan Kandell (story by)","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison",Animation,English,USA,107,248752120
2800,The Princess of Montpensier,2010,Bertrand Tavernier,"Jean Cosmos, Madame de La Fayette (short story), Francois-Olivier Rousseau, Bertrand Tavernier","Melanie Thierry, Lambert Wilson, Gaspard Ulliel, Gregoire Leprince-Ringuet",Action,French,France,139,340917
2801,No One Killed Jessica,2011,Raj Kumar Gupta,"Amitabh Bhattacharya (lyrics), Raj Kumar Gupta (story screenplay and dialogue)","Rani Mukerji, Vidya Balan, Myra Karn, Neil Bhoopalam",Biography,Hindi,India,136,439801
2802,Frankie & Alice,2010,Geoffrey Sax,"Cheryl Edwards (screenplay), Marko King (screenplay), Mary King (screenplay), Jonathan Watters (screenplay), Joe Shrapnel (screenplay), Anna Waterhouse (screenplay), Oscar Janiger (story), Philip Goldberg (story), Cheryl Edwards (story)","Halle Berry, Stellan Skarsgard, Phylicia Rashad, Chandra Wilson",Biography,English,Canada,101,693181
2803,The Day the Earth Stood Still,2008,Scott Derrickson,"David Scarpa (screenplay), Edmund H. North","Keanu Reeves, Jennifer Connelly, Kathy Bates, Jaden Smith",Drama,English,USA,104,79136963
2804,Kites,2010,Anurag Basu,"Anurag Basu (screenplay), Robin Bhatt (screenplay), Sanjeev Dutta (dialogue), Akarsh Khurana (additional English dialogue), Akarsh Khurana (screenplay), Rakesh Roshan (story)","Hrithik Roshan, Kangana Ranaut, Barbara Mori, Kabir Bedi",Action,English,India,123,952682
2805,Memoirs of a Murderer,2017,Yu Irie,"Byung-gil Jung (based on the film by), Kenya Hirata (screenplay), Yu Irie (screenplay)","Paolo Andrea Di Pietro, Tatsuya Fujiwara, Toyotaka Hanazawa, Mitsuru Hirata",Drama,Japanese,Japan,118,91144
2806,Hit So Hard,2011,P. David Ebersole,"P. David Ebersole, Todd Hughes","Patty Schemel, Courtney Love, Eric Erlandson, Melissa Auf der Maur",Documentary,English,USA,103,30402
2807,Leonie,2010,Hisako Matsui,"Masayo Duus (biography), Hisako Matsui (screenplay), David Wiener (screenplay)","Emily Mortimer, Shido Nakamura, Christina Hendricks, Mieko Harada",Biography,English,France,102,53692
2808,Apprentice,2016,Junfeng Boo,"Junfeng Boo (story), Junfeng Boo, Raymond Phathanavirangoon (story)","Firdaus Rahman, Wan Hanafi Su, Mastura Ahmad, Boon Pin Koh",Drama,Malay,Singapore,115,2578
2809,The Other Woman,2014,Nick Cassavetes,Melissa Stack,"Cameron Diaz, Leslie Mann, Nikolaj Coster-Waldau, Don Johnson",Comedy,English,USA,109,77860761
2810,Mr. Nobody,2009,Jaco Van Dormael,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger, Linh Dan Pham",Drama,English,Belgium,141,3600
2811,The Expendables 3,2014,Patrick Hughes,"Sylvester Stallone (screenplay by), Creighton Rothenberger (screenplay), Katrin Benedikt (screenplay), Sylvester Stallone (story by), Dave Callaham (characters)","Sylvester Stallone, Jason Statham, Harrison Ford, Arnold Schwarzenegger",Action,English,USA,126,34742878
2812,The FP,2011,"Brandon Trost, Jason Trost","Jason Trost (story), Brandon Trost, Jason Trost","Jason Trost, Brandon Barrera, Art Hsu, Caitlyn Folley",Comedy,English,USA,82,24656
2813,The Central Park Five,2012,"Ken Burns, Sarah Burns, David McMahon","Ken Burns, Sarah Burns, David McMahon","Antron McCray, Kevin Richardson, Yusef Salaam, Raymond Santana",Documentary,English,USA,119,273747
2814,Mademoiselle Chambon,2009,Stephane Brize,"Stephane Brize (scenario), Florence Vignon (scenario), Eric Holder (novel)","Vincent Lindon, Sandrine Kiberlain, Aure Atika, Jean-Marc Thibault",Drama,French,France,101,530369
2815,Change of Plans,2009,Daniele Thompson,"Christopher Thompson, Daniele Thompson","Karin Viard, Dany Boon, Marina Fois, Patrick Bruel",Comedy,French,France,100,44231
2816,Mozart's Sister,2010,Rene Feret,Rene Feret (scenario),"Marie Feret, Marc Barbe, Delphine Chuillot, David Moreau",Biography,French,France,120,705264
2817,I've Loved You So Long,2008,Philippe Claudel,Philippe Claudel,"Kristin Scott Thomas, Elsa Zylberstein, Serge Hazanavicius, Laurent Grevill",Drama,French,France,117,2901744
2818,Alien: Covenant,2017,Ridley Scott,"Dan O'Bannon (based on characters created by), Ronald Shusett (based on characters created by), Jack Paglen (story by), Michael Green(story by), John Logan (screenplay by), Dante Harper (screenplay by)","Michael Fassbender, Katherine Waterston, Billy Crudup, Danny McBride",Horror,English,USA,122,74255908
2819,The Best of Me,2014,Michael Hoffman,"Nicholas Sparks (novel), Will Fetters (screenplay), J. Mills Goodloe (screenplay)","Michelle Monaghan, James Marsden, Luke Bracey, Liana Liberato",Drama,English,USA,118,21984384
2820,Thoda Pyaar Thoda Magic,2008,Kunal Kohli,"Rohena Gera (screenplay), Kunal Kohli (story,  screenplay,  dialogue)","Rishi Kapoor, Saif Ali Khan, Rani Mukerji, Akshat Chopra",Comedy,Hindi,India,145,181610
2821,Witless Protection,2008,Charles Robert Carner,"Charles Robert Carner (screenplay), Charles Robert Carner (story), Alan C. Blomquist (story)","Larry the Cable Guy, Richard Bull, J. David Moeller, Will Clinger",Comedy,English,USA,97,4131640
2822,The Iceman,2012,Ariel Vromen,"Morgan Land (screenplay), Ariel Vromen (screenplay), Anthony Bruno (book), Jim Thebaut (documentary ""The Iceman Tapes: Conversations with a Killer"")","Michael Shannon, Winona Ryder, Chris Evans, Ray Liotta",Biography,English,USA,106,1900000
2823,The One I Love,2014,Charlie McDowell,Justin Lader,"Mark Duplass, Elisabeth Moss, Ted Danson, Kiana Cason",Drama,English,USA,91,511635
2824,Alice Through the Looking Glass,2016,James Bobin,"Linda Woolverton (screenplay), Lewis Carroll (books)","Johnny Depp, Mia Wasikowska, Helena Bonham Carter, Anne Hathaway",Adventure,English,USA,113,77037635
2825,Ashby,2015,Tony McNamara,Tony McNamara,"Mickey Rourke, Nat Wolff, Emma Roberts, Sarah Silverman",Comedy,English,USA,100,4631
2826,Diary of a Wimpy Kid: The Long Haul,2017,David Bowers,"Jeff Kinney (screenplay by), David Bowers (screenplay by), Jeff Kinney (based on the book by)","Jason Drucker, Alicia Silverstone, Tom Everett Scott, Charlie Wright",Comedy,English,USA,91,20737440
2827,Z for Zachariah,2015,Craig Zobel,"Nissar Modi (screenplay), Robert C. O'Brien (novel)","Chiwetel Ejiofor, Margot Robbie, Chris Pine",Drama,English,Iceland,98,118483
2829,Settai,2013,R. Kannan,John Mahendran,"Arya, Hansika Motwani, Anjali, Santhanam",Comedy,Tamil,India,136,84405
2830,Cop Out,2010,Kevin Smith,"Robb Cullen, Mark Cullen","Bruce Willis, Tracy Morgan, Juan Carlos Hernandez, Cory Fernandez",Action,English,USA,107,44047293
2831,A Bad Moms Christmas,2017,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore","Mila Kunis, Kristen Bell, Kathryn Hahn, Christine Baranski",Adventure,English,USA,104,72080547
2832,Race to Witch Mountain,2009,Andy Fickman,"Matt Lopez (screenplay), Mark Bomback (screenplay), Matt Lopez (screen story), Alexander Key (book)","Dwayne Johnson, AnnaSophia Robb, Alexander Ludwig, Carla Gugino",Action,English,USA,98,67128202
2833,Margaret,2011,Kenneth Lonergan,Kenneth Lonergan,"Anna Paquin, J. Smith-Cameron, Mark Ruffalo, Jeannie Berlin",Drama,English,USA,150,46495
2834,The Boondock Saints II: All Saints Day,2009,Troy Duffy,"Troy Duffy (screenplay), Troy Duffy (story), Taylor Duffy (story)","Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",Action,English,USA,118,10150172
2835,Augustine,2012,Alice Winocour,Alice Winocour,"Vincent Lindon, Soko, Chiara Mastroianni, Olivier Rabourdin",Drama,French,France,102,68783
2836,Son of Sardaar,2012,"Ashwani Dhir, Anil Devgan","Robin Bhatt (screenplay), Shaheen Bhatt, Ashwani Dhir (screenplay), Ashwani Dhir","Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Juhi Chawla",Action,Punjabi,India,141,713754
2837,The Connection,2014,Cedric Jimenez,"Audrey Diwan (screenplay), Cedric Jimenez (screenplay)","Jean Dujardin, Gilles Lellouche, Celine Sallette, Melanie Doutey",Action,French,France,135,128657
2838,The Strangers,2008,Bryan Bertino,Bryan Bertino,"Alex Fisher, Peter Clayton-Luce, Scott Speedman, Liv Tyler",Horror,English,USA,86,52500000
2839,Another Earth,2011,Mike Cahill,"Mike Cahill, Brit Marling","William Mapother, Brit Marling, Matthew-Lee Erlbach, DJ Flava",Drama,English,USA,92,957752
2840,Over Her Dead Body,2008,Jeff Lowell,Jeff Lowell,"Eva Longoria, Paul Rudd, Lake Bell, Jason Biggs",Comedy,English,USA,95,7485689
2841,The Temptation of St. Tony,2009,Veiko Ounpuu,Veiko Ounpuu,"Taavi Eelmaa, Ravshana Kurkova, Tiina Tauraite, Sten Ljunggren",Drama,Estonian,Estonia,114,1727
2842,Atlas Shrugged II: The Strike,2012,John Putch,"Duke Sandefur (screenplay), Brian Patrick O'Toole (screenplay), Duncan Scott (screenplay), Ayn Rand (novel)","Diedrich Bader, Jason Beghe, Jordana Capra, Jennifer Cortese",Drama,English,USA,111,2509139
2843,I.O.U.S.A.,2008,Patrick Creadon,"Patrick Creadon, Christine O'Malley, Addison Wiggin (story), Addison Wiggin, Kate Incontrera (story), William Bonner (book)","Robert Bixby, Humphrey Bogart, Warren Buffett, George Bush",Documentary,English,USA,85,634829
2844,The Magnificent Seven,2016,Antoine Fuqua,"Akira Kurosawa (based on the screenplay by), Shinobu Hashimoto (based on the screenplay by), Hideo Oguni (based on the screenplay by), Nic Pizzolatto (screenplay), Richard Wenk (screenplay)","Denzel Washington, Chris Pratt, Ethan Hawke, Vincent D'Onofrio",Action,English,USA,132,93381044
2845,The Commuter,2018,Jaume Collet-Serra,"Byron Willinger (story by), Philip de Blasi (story by), Byron Willinger (screenplay by), Philip de Blasi (screenplay by), Ryan Engle (screenplay by)","Liam Neeson, Vera Farmiga, Patrick Wilson, Jonathan Banks",Action,English,France,105,36241300
2846,Prisoners,2013,Denis Villeneuve,Aaron Guzikowski,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, Maria Bello",Crime,English,USA,153,60962878
2847,Soldiers of Fortune,2012,Maxim Korostyshevsky,"Alexandre Coscas, Robert Crombie, Joe Kelbley","Christian Slater, Sean Bean, Ving Rhames, Dominic Monaghan",Action,English,Russia,94,38842
2848,"Love, Marilyn",2012,Liz Garbus,"Truman Capote (excerpts from memoirs), Liz Garbus, Ralph Greenson (personal papers), Elia Kazan (excerpts from memoirs), Natasha Lytess (excerpts from memoirs), Norman Mailer (excerpts from book), Arthur Miller (excerpts from play), Marilyn Monroe (personal papers), Norman Rosten (excerpts from poem), Gloria Steinem (excerpts from book), Billy Wilder (excerpts from letters)","F. Murray Abraham, Elizabeth Banks, Adrien Brody, Ellen Burstyn",Documentary,English,USA,107,2370
2849,Trolls,2016,"Mike Mitchell, Walt Dohrn(co-director)","Jonathan Aibel (screenplay by), Glenn Berger (screenplay by), Erica Rivinoja (story by), Thomas Dam (based on the Good Luck Trolls created by)","Anna Kendrick, Justin Timberlake, Zooey Deschanel, Christopher Mintz-Plasse",Animation,English,USA,92,153694574
2850,Every Secret Thing,2014,Amy Berg,"Nicole Holofcener (screenplay), Laura Lippman (novel)","Diane Lane, Brynne Norquist, Eva Grace Kellner, Lily Pilblad",Crime,English,USA,93,97020
2852,The Trotsky,2009,Jacob Tierney,Jacob Tierney,"Liane Balaban, Jay Baruchel, Taylor Baruchel, Dan Beirne",Comedy,English,Canada,120,439880
