Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
The Commuter,2018,Action,Jaume Collet-Serra,Byron Willinger ,Liam Neeson,English,France,105,36241300
Prisoners,2013,Crime,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,English,USA,153,60962878
Soldiers of Fortune,2012,Action,Maxim Korostyshevsky,Alexandre Coscas,Christian Slater,English,Russia,94,38842
"Love, Marilyn",2012,Documentary,Liz Garbus,Truman Capote ,F. Murray Abraham,English,USA,107,2370
Trolls,2016,Animation,Mike Mitchell,Jonathan Aibel ,Anna Kendrick,English,USA,92,153694574
Every Secret Thing,2014,Crime,Amy Berg,Nicole Holofcener ,Diane Lane,English,USA,93,97020
Dostana,2008,Comedy,Tarun Mansukhani,Anvita Dutt Guptan ,Abhishek Bachchan,Hindi,India,145,1235028
The Trotsky,2009,Comedy,Jacob Tierney,Jacob Tierney,Liane Balaban,English,Canada,120,439880
Bringing Up Bobby,2011,Comedy,Famke Janssen,Cole Frates ,Milla Jovovich,English,USA,93,4975
Lion,2016,Biography,Garth Davis,Saroo Brierley ,Sunny Pawar,English,UK,118,51694854
Carry on Jatta,2012,Comedy,Smeep Kang,Smeep Kang ,Gippy Grewal,Punjabi,India,143,196659
I Spit on Your Grave,2010,Horror,Steven R. Monroe,Adam Rockoff ,Sarah Butler,English,USA,108,92401
Phata Poster Nikhla Hero,2013,Action,Rajkumar Santoshi,Rajkumar Santoshi,Shahid Kapoor,Hindi,India,146,390207
Killing Them Softly,2012,Crime,Andrew Dominik,Andrew Dominik ,Brad Pitt,English,USA,97,14900000
Clash,2016,Drama,Mohamed Diab,Khaled Diab,Nelly Karim,Arabic,Egypt,97,18031
Leaves of Grass,2009,Comedy,Tim Blake Nelson,Tim Blake Nelson,Edward Norton,English,USA,105,68009
One Chance,2013,Biography,David Frankel,Justin Zackham,James Corden,English,UK,103,1318022
Housefull 2,2012,Action,Sajid Khan,Tushar Hiranandani ,Akshay Kumar,Hindi,India,145,1586745
Drunk Stoned Brilliant Dead: The Story of the National Lampoon,2015,Documentary,Douglas Tirola,Mark Monroe,Danny Abelson,English,USA,98,60269
I Am Eleven,2011,Documentary,Genevieve Bailey,unknown,Billy,English,Australia,98,69394
Nick and Norah's Infinite Playlist,2008,Comedy,Peter Sollett,Lorene Scafaria ,Michael Cera,English,USA,90,31487293
Donald Cried,2016,Comedy,Kris Avedisian,Kris Avedisian,Jesse Wakeman,English,USA,85,61309
"War, Inc.",2008,Action,Joshua Seftel,Mark Leyner,John Cusack,English,USA,107,515643
The Ghosts in Our Machine,2013,Documentary,Liz Marshall,Liz Marshall,Marcel Saba,English,Canada,93,20344
Keep the Lights On,2012,Drama,Ira Sachs,Ira Sachs,Thure Lindhardt,English,USA,101,243536
My Name Is Khan,2010,Drama,Karan Johar,Shibani Bathija ,Shah Rukh Khan,Hindi,India,165,3931456
Kingsglaive: Final Fantasy XV,2016,Animation,Takeshi Nozue,Takashi Hasegawa,Aaron Paul,English,Japan,110,233569
A Dog's Purpose,2017,Adventure,Lasse Hallstrom,W. Bruce Cameron ,Josh Gad,English,USA,100,64304940
Side by Side,2012,Documentary,Christopher Kenneally,Christopher Kenneally,Derek Ambrosi,English,USA,99,28592
Finding Amanda,2008,Comedy,Peter Tolan,Peter Tolan,Matthew Broderick,English,USA,96,31340
Red Riding Hood,2011,Fantasy,Catherine Hardwicke,David Leslie Johnson-McGoldrick,Amanda Seyfried,English,USA,100,37200000
The Tourist,2010,Action,Florian Henckel von Donnersmarck,Florian Henckel von Donnersmarck ,Johnny Depp,English,USA,103,67631157
Alvin and the Chipmunks: Chipwrecked,2011,Animation,Mike Mitchell,Jonathan Aibel,Jason Lee,English,USA,87,133103929
Supermensch: The Legend of Shep Gordon,2013,Documentary,Beth Aala,unknown,Shep Gordon,English,USA,85,137317
Dope,2015,Comedy,Rick Famuyiwa,Rick Famuyiwa,ASAP Rocky,English,USA,103,11674449
Transformers: Dark of the Moon,2011,Action,Michael Bay,Ehren Kruger,Shia LaBeouf,English,USA,154,352358779
Easy A,2010,Comedy,Will Gluck,Bert V. Royal,Emma Stone,English,USA,92,58401464
Sisters,2015,Comedy,Jason Moore,Paula Pell,Amy Poehler,English,USA,118,66652373
The Vault,2017,Crime,Dan Bush,Dan Bush,James Franco,English,USA,91,4308
Arrival,2016,Drama,Denis Villeneuve,Eric Heisserer ,Amy Adams,English,USA,116,100501349
Vulgaria,2012,Comedy,Ho-Cheung Pang,Chiu-Wing Lam ,Chapman To,Cantonese,Hong Kong,93,53977
Vampires Suck,2010,Comedy,Jason Friedberg,Jason Friedberg,Jenn Proske,English,USA,82,36300000
"No Pay, Nudity",2016,Comedy,Lee Wilkof,Ethan Sandler,Frances Conroy,English,USA,92,20017
Seeking a Friend for the End of the World,2012,Adventure,Lorene Scafaria,Lorene Scafaria,Steve Carell,English,USA,101,7100000
The Ides of March,2011,Drama,George Clooney,George Clooney ,Ryan Gosling,English,USA,101,40962534
She's Out of My League,2010,Comedy,Jim Field Smith,Sean Anders,Jay Baruchel,English,USA,104,28712974
Dostana,2008,Comedy,Tarun Mansukhani,Anvita Dutt Guptan ,Abhishek Bachchan,Hindi,India,145,1235028
Palo Alto,2013,Drama,Gia Coppola,Gia Coppola,Jack Kilmer,English,USA,100,406235
The Yellow Handkerchief,2008,Drama,Udayan Prasad,Pete Hamill ,William Hurt,English,USA,102,229550
Happy End,2017,Drama,Michael Haneke,Michael Haneke,Isabelle Huppert,French,France,107,83292
"1,000 Times Good Night",2013,Drama,Erik Poppe,Erik Poppe,Juliette Binoche,Norwegian,Norway,117,53025
Dance Flick,2009,Action,Damien Dante Wayans,Keenen Ivory Wayans,Shoshana Bush,English,USA,83,25615792
The Hunt,2012,Drama,Thomas Vinterberg,Tobias Lindholm ,Mads Mikkelsen,Danish,Denmark,115,610968
Black Panther,2018,Action,Ryan Coogler,Ryan Coogler,Chadwick Boseman,Swahili,USA,134,501105037
Beginners,2010,Comedy,Mike Mills,Mike Mills,Ewan McGregor,English,USA,105,5764842
Child's Pose,2013,Drama,Calin Peter Netzer,Razvan Radulescu ,Luminita Gheorghiu,Romanian,Romania,112,94853
Terribly Happy,2008,Drama,Henrik Ruben Genz,Henrik Ruben Genz ,Jakob Cedergren,Danish,Denmark,99,44411
Hubble,2010,Documentary,Toni Myers,Toni Myers,Leonardo DiCaprio,English,Canada,44,51710208
Lost and Love,2015,Drama,Sanyuan Peng,Sanyuan Peng,Andy Lau,Chinese,China,108,188817
Knight and Day,2010,Action,James Mangold,Patrick O'Neill,Tom Cruise,English,USA,109,76418654
Haywire,2011,Action,Steven Soderbergh,Lem Dobbs,Gina Carano,English,Ireland,93,18934858
The Uninvited,2009,Drama,Charles Guard,Craig Rosenberg ,Emily Browning,English,USA,87,28573173
A Glimpse Inside the Mind of Charles Swan III,2012,Comedy,Roman Coppola,Roman Coppola,Charlie Sheen,English,USA,86,33786
Jumanji: Welcome to the Jungle,2017,Action,Jake Kasdan,Chris McKenna ,Dwayne Johnson,English,USA,119,393201353
Secretariat,2010,Biography,Randall Wallace,Mike Rich,Diane Lane,English,USA,123,59699513
The Choice,2016,Drama,Ross Katz,Bryan Sipe ,Benjamin Walker,English,USA,111,15285347
Bottle Shock,2008,Comedy,Randall Miller,Jody Savin ,Chris Pine,English,USA,110,3939185
Post Grad,2009,Comedy,Vicky Jenson,Kelly Fremon Craig,Alexis Bledel,English,USA,88,6290448
Wind River,2017,Crime,Taylor Sheridan,Taylor Sheridan,Kelsey Asbille,English,UK,107,33782714
"Farewell, My Queen",2012,Drama,Benoit Jacquot,Benoit Jacquot ,Lea Seydoux,French,France,100,611026
The Star,2017,Animation,Timothy Reckart,Carlos Kotkin ,Steven Yeun,English,USA,86,40448404
360,2011,Drama,Fernando Meirelles,Peter Morgan ,Lucia Siposova,English,UK,110,49328
Fate Connection,2008,Comedy,Aziz Mirza,Sanjay Chhel,Shahid Kapoor,Hindi,India,153,479759
Sholem Aleichem: Laughing in the Darkness,2011,Documentary,Joseph Dorman,Joseph Dorman,Rachel Dratch,English,USA,93,906666
Hobo with a Shotgun,2011,Action,Jason Eisener,John Davies,Rutger Hauer,English,Canada,86,117137
RocknRolla,2008,Action,Guy Ritchie,Guy Ritchie,Gerard Butler,English,UK,114,5665302
The Odd Life of Timothy Green,2012,Comedy,Peter Hedges,Peter Hedges ,Jennifer Garner,English,USA,105,51853450
The Battleship Island,2017,Action,Seung-wan Ryoo,Seung-wan Ryoo,Jung-min Hwang,Korean,South Korea,132,1104957
Captain America: The First Avenger,2011,Action,Joe Johnston,Christopher Markus ,Chris Evans,English,USA,124,176636816
20th Century Women,2016,Comedy,Mike Mills,Mike Mills,Annette Bening,English,USA,119,5663854
7 Khoon Maaf,2011,Drama,Vishal Bhardwaj,Ruskin Bond ,Priyanka Chopra,Hindi,India,137,268662
The Pirate Fairy,2014,Animation,Peggy Holmes,Jeffrey M. Howard ,Mae Whitman,English,USA,78,5545809
Henry's Crime,2010,Comedy,Malcolm Venville,Sacha Gervasi ,Keanu Reeves,English,USA,108,100000
Once Upon a Time in Anatolia,2011,Crime,Nuri Bilge Ceylan,Ercan Kesal,Muhammet Uzuner,Turkish,Turkey,157,138730
Hitchcock,2012,Biography,Sacha Gervasi,John J. McLaughlin ,Anthony Hopkins,English,USA,98,6002708
The Possession,2012,Horror,Ole Bornedal,Juliet Snowden,Jeffrey Dean Morgan,English,USA,92,49100000
K2: Siren of the Himalayas,2012,Documentary,Dave Ohlson,Darren Lund,Gerlinde Kaltenbrunner,English,USA,75,12959
Blood Ties,2013,Crime,Guillaume Canet,Guillaume Canet ,Clive Owen,English,France,127,28785
Inception,2010,Action,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,English,USA,148,292568851
Guardians of the Galaxy Vol. 2,2017,Action,James Gunn,James Gunn,Chris Pratt,English,USA,136,389804217
Blancanieves,2012,Drama,Pablo Berger,Pablo Berger,Daniel Gimenez Cacho,Spanish,Spain,104,236394
Hello Herman,2012,Drama,Michelle Danner,John Buffalo Mailer,Norman Reedus,English,USA,90,5985
Disconnect,2012,Drama,Henry Alex Rubin,Andrew Stern,Jason Bateman,English,USA,115,1400000
Choke,2008,Comedy,Clark Gregg,Clark Gregg ,Kathryn Alexander,English,USA,92,2831900
The Lego Batman Movie,2017,Animation,Chris McKay,Seth Grahame-Smith ,Will Arnett,English,USA,104,175686290
Red Sparrow,2018,Action,Francis Lawrence,Justin Haythe ,Jennifer Lawrence,English,USA,140,17000000
Munna Michael,2017,Action,Sabir Khan,Vimi Datta,Tiger Shroff,Hindi,India,140,64949
The Accountant,2016,Action,Gavin O'Connor,Bill Dubuque,Ben Affleck,English,USA,128,86198014
The Internship,2013,Comedy,Shawn Levy,Vince Vaughn ,Vince Vaughn,English,USA,119,44400000
Heneral Luna,2015,Action,Jerrold Tarog,Henry Francia,John Arcilla,Filipino,Philippines,118,195580
Stefan Zweig: Farewell to Europe,2016,Biography,Maria Schrader,Maria Schrader ,Barbara Sukowa,German,Austria,106,76646
Crystal Fairy & the Magical Cactus,2013,Adventure,Sebastian Silva,Sebastian Silva,Michael Cera,English,Chile,98,190704
Ouija,2014,Horror,Stiles White,Juliet Snowden,Olivia Cooke,English,Japan,89,43513891
Hostiles,2017,Adventure,Scott Cooper,Scott Cooper ,Scott Shepherd,English,USA,134,29472340
Into the White,2012,Action,Petter Naess,Ole Meldgaard,Florian Lukas,English,Norway,104,477
N-Secure,2010,Crime,David M. Matthews,Julius Lewis,Cordell Moore,English,USA,105,2592808
Thor: Ragnarok,2017,Action,Taika Waititi,Eric Pearson,Chris Hemsworth,English,USA,130,314971245
R.I.P.D.,2013,Action,Robert Schwentke,Phil Hay ,Jeff Bridges,English,USA,96,33500000
Last Chance Harvey,2008,Drama,Joel Hopkins,Joel Hopkins,Dustin Hoffman,English,USA,93,14840421
Midnight in Paris,2011,Comedy,Woody Allen,Woody Allen,Owen Wilson,English,Spain,94,55400000
Saw VI,2009,Horror,Kevin Greutert,Patrick Melton ,Tobin Bell,English,Canada,90,27669413
Thank You for Your Service,2017,Biography,Jason Hall,David Finkel ,Miles Teller,English,USA,109,9437885
Concussion,2015,Biography,Peter Landesman,Peter Landesman,Will Smith,English,UK,123,23268108
Cold Weather,2010,Comedy,Aaron Katz,Aaron Katz ,Cris Lankenau,English,USA,96,141358
Come Undone,2010,Drama,Silvio Soldini,Silvio Soldini ,Alba Rohrwacher,Italian,Italy,126,2664
All Together,2011,Comedy,Stephane Robelin,Stephane Robelin,Guy Bedos,French,France,96,18495
The Florida Project,2017,Drama,Sean Baker,Sean Baker,Brooklynn Prince,English,USA,111,5412775
Noble,2014,Biography,Stephen Bradley,Stephen Bradley,Deirdre O'Kane,English,UK,100,347321
Huo guo ying xiong,2016,Thriller,Qing Yang,Qing Yang,Kun Chen,Mandarin,China,94,776649
Bolt,2008,Animation,Byron Howard,Dan Fogelman ,John Travolta,English,USA,96,114053579
We Are Family,2010,Drama,Siddharth Malhotra,Niranjan Iyengar ,Kajol,Hindi,India,115,631276
Made in Dagenham,2010,Biography,Nigel Cole,William Ivory,Sally Hawkins,English,UK,113,1094798
Tower,2016,Documentary,Keith Maitland,unknown,Violett Beane,English,USA,82,98092
Mr. Popper's Penguins,2011,Comedy,Mark Waters,Sean Anders ,Jim Carrey,English,USA,94,68100000
Chloe,2009,Drama,Atom Egoyan,Erin Cressida Wilson ,Julianne Moore,English,USA,96,31000000
Red Hook Summer,2012,Drama,Spike Lee,Spike Lee ,Limary Agosto,English,USA,121,338803
Fan,2016,Action,Maneesh Sharma,Maneesh Sharma ,Shah Rukh Khan,Hindi,India,142,2515116
Up in the Air,2009,Drama,Jason Reitman,Walter Kirn ,George Clooney,English,USA,109,83775048
You're Next,2011,Horror,Adam Wingard,Simon Barrett,Sharni Vinson,English,USA,95,25064090
Bin Roye,2015,Drama,Momina Duraid,Farhat Ishtiaq,Zeba Bakhtiar,Urdu,Pakistan,116,72816
Miss March,2009,Comedy,Zach Cregger,Zach Cregger ,Zach Cregger,English,USA,90,4485877
X-Men: First Class,2011,Action,Matthew Vaughn,Ashley Miller ,James McAvoy,English,USA,131,145300000
That's My Boy,2012,Comedy,Sean Anders,David Caspe,Adam Sandler,English,USA,116,36900000
Buried,2010,Drama,Rodrigo Cortes,Chris Sparling,Ryan Reynolds,English,Spain,95,200000
Miss Sharon Jones!,2015,Documentary,Barbara Kopple,unknown,Sharon Jones,English,USA,93,120770
Elysium,2013,Action,Neill Blomkamp,Neill Blomkamp,Matt Damon,English,USA,109,90800000
Alpha and Omega,2010,Animation,Anthony Bell,Chris Denk ,Justin Long,English,USA,90,25077977
My Name Is Khan,2010,Drama,Karan Johar,Shibani Bathija ,Shah Rukh Khan,Hindi,India,165,3931456
27 Dresses,2008,Comedy,Anne Fletcher,Aline Brosh McKenna,Brian Kerwin,English,USA,111,76800000
I Am Love,2009,Drama,Luca Guadagnino,Barbara Alberti ,Tilda Swinton,Italian,Italy,120,5004648
xXx: Return of Xander Cage,2017,Action,D.J. Caruso,Rich Wilkes ,Vin Diesel,English,China,107,44850317
Chevalier,2015,Comedy,Athina Rachel Tsangari,Efthymis Filippou,Yiorgos Kendros,Greek,Greece,105,25676
Disaster Movie,2008,Comedy,Jason Friedberg,Jason Friedberg,Matt Lanter,English,USA,87,14174654
Devil,2010,Horror,John Erick Dowdle,Brian Nelson ,Chris Messina,English,USA,80,33583175
Waking Sleeping Beauty,2009,Documentary,Don Hahn,Patrick Pacheco ,Don Hahn,English,USA,86,33115
Gleason,2016,Documentary,Clay Tweel,Clay Tweel,Steve Gleason,English,USA,110,576589
Wazir,2016,Action,Bejoy Nambiar,Vidhu Vinod Chopra ,Amitabh Bachchan,Hindi,India,103,586028
Watchmen,2009,Action,Zack Snyder,David Hayter ,Malin Akerman,English,USA,162,107453620
Love,2015,Drama,Gaspar Noe,Gaspar Noe,Aomi Muyock,English,France,135,176061
The Raid: Redemption,2011,Action,Gareth Evans,Gareth Evans,Iko Uwais,Indonesian,Indonesia,101,1200000
Therapy for a Vampire,2014,Comedy,David Ruhm,David Ruhm,Tobias Moretti,German,Austria,87,3361
Closed Circuit,2013,Crime,John Crowley,Steven Knight ,Kate Lock,English,UK,96,9655979
A Haunted House,2013,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,32536865
Loving,2016,Biography,Jeff Nichols,Jeff Nichols,Ruth Negga,English,UK,123,7696098
The Man with the Iron Fists,2012,Action,RZA,RZA ,RZA,English,USA,95,15608545
Twice Born,2012,Drama,Sergio Castellitto,Margaret Mazzantini ,Penelope Cruz,English,Italy,127,14947
The Villainess,2017,Action,Byung-gil Jung,Byeong-sik Jung,Ok-bin Kim,Korean,South Korea,129,27442
Young & Beautiful,2013,Drama,Francois Ozon,Francois Ozon,Marine Vacth,French,France,95,22408
Professor Marston and the Wonder Women,2017,Biography,Angela Robinson,Angela Robinson,Luke Evans,English,USA,108,1583641
Besharam,2013,Action,Abhinav Kashyap,Rajeev Barnwal,Ranbir Kapoor,Hindi,India,143,388915
Cedar Rapids,2011,Comedy,Miguel Arteta,Phil Johnston,Ed Helms,English,USA,87,6800000
Our Kind of Traitor,2016,Crime,Susanna White,John le Carre ,Carlos Acosta,English,UK,108,3152725
Alex Cross,2012,Action,Rob Cohen,Marc Moss ,Tyler Perry,English,USA,101,25863915
A Million Ways to Die in the West,2014,Comedy,Seth MacFarlane,Seth MacFarlane,Seth MacFarlane,English,USA,116,37331031
Hotel Transylvania,2012,Animation,Genndy Tartakovsky,Peter Baynham ,Adam Sandler,English,USA,91,148280635
Step Up 3D,2010,Drama,Jon M. Chu,Amy Andelson,Rick Malambri,English,USA,107,42385520
You're Next,2011,Horror,Adam Wingard,Simon Barrett,Sharni Vinson,English,USA,95,25064090
Priest,2011,Action,Scott Stewart,Cory Goodman,Paul Bettany,English,USA,87,29100000
Tracks,2013,Adventure,John Curran,Marion Nelson ,Lily Pearl,English,Australia,112,1321462
Amour,2012,Drama,Michael Haneke,Michael Haneke ,Jean-Louis Trintignant,French,Austria,127,6700000
22 Jump Street,2014,Action,Phil Lord,Michael Bacall ,Jonah Hill,English,USA,112,154295930
Jatt & Juliet 2,2013,Comedy,Anurag Singh,Dheeraj Rattan,Diljit Dosanjh,Punjabi,Canada,140,244139
The Search for General Tso,2014,Documentary,Ian Cheney,Ian Cheney,Ian Cheney,English,USA,71,36800
After the Storm,2016,Comedy,Hirokazu Koreeda,Hirokazu Koreeda ,Hiroshi Abe,Japanese,Japan,118,270210
Delivery Man,2013,Comedy,Ken Scott,Ken Scott ,Vince Vaughn,English,USA,105,30659817
Bullhead,2011,Crime,Michael R. Roskam,Michael R. Roskam ,Matthias Schoenaerts,Flemish,Belgium,129,73567
The A-Team,2010,Action,Joe Carnahan,Joe Carnahan,Liam Neeson,English,USA,117,77213489
Cars 3,2017,Animation,Brian Fee,Brian Fee ,Owen Wilson,English,USA,102,152603003
The Girl from Monaco,2008,Comedy,Anne Fontaine,Anne Fontaine,Fabrice Luchini,French,France,95,422746
Chasing the Dragon,2017,Action,Jason Kwan,Koon-Nam Lui ,Donnie Yen,Cantonese,Hong Kong,128,456854
Good Hair,2009,Documentary,Jeff Stilson,Lance Crouther,Tanya Crumel,English,USA,96,4061847
Song to Song,2017,Drama,Terrence Malick,Terrence Malick,Ryan Gosling,English,USA,129,421856
Save the Date,2012,Comedy,Michael Mohan,Jeffrey Brown,Lizzy Caplan,English,USA,97,3755
A Haunted House 2,2014,Comedy,Michael Tiddes,Marlon Wayans,Marlon Wayans,English,USA,86,13710572
To the Wonder,2012,Drama,Terrence Malick,Terrence Malick,Ben Affleck,English,USA,112,500000
Tammy,2014,Comedy,Ben Falcone,Melissa McCarthy,Melissa McCarthy,English,USA,97,51033986
Bucky Larson: Born to Be a Star,2011,Comedy,Tom Brady,Adam Sandler,Nick Swardson,English,USA,97,2331318
What Just Happened,2008,Comedy,Barry Levinson,Art Linson,Robert De Niro,English,USA,104,1043419
The Box,2009,Drama,Richard Kelly,Richard Kelly ,Cameron Diaz,English,USA,115,114882598
Mr. Right,2015,Action,Paco Cabezas,Max Landis,Sam Rockwell,English,USA,95,25369
The Master,2012,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,English,USA,138,15800000
The Last House on the Left,2009,Horror,Dennis Iliadis,Adam Alleca ,Garret Dillahunt,English,USA,110,32721635
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,2012,Documentary,Molly Bernstein,unknown,Ricky Jay,English,USA,88,151389
Cook County,2009,Drama,David Pomes,David Pomes,Anson Mount,English,USA,93,757900
The Merry Gentleman,2008,Crime,Michael Keaton,Ron Lazzeretti,Michael Keaton,English,USA,110,291677
Wadjda,2012,Comedy,Haifaa Al-Mansour,Haifaa Al-Mansour,Reem Abdullah,Arabic,Saudi Arabia,98,1023558
The Second Best Exotic Marigold Hotel,2015,Comedy,John Madden,Ol Parker ,Dev Patel,English,UK,122,38996694
The Rover,2014,Action,David Michod,Joel Edgerton ,Guy Pearce,English,Australia,103,709133
Suffragette,2015,Biography,Sarah Gavron,Abi Morgan,Anne-Marie Duff,English,UK,106,7189725
Oblivion,2013,Action,Joseph Kosinski,Karl Gajdusek ,Tom Cruise,English,USA,124,89021735
The House I Live In,2012,Documentary,Eugene Jarecki,Eugene Jarecki,Eugene Jarecki,English,Netherlands,108,210752
Hansel & Gretel: Witch Hunters,2013,Action,Tommy Wirkola,Tommy Wirkola,Jeremy Renner,English,Germany,88,55000000
Love,2015,Drama,Gaspar Noe,Gaspar Noe,Aomi Muyock,English,France,135,176061
Paradise: Hope,2013,Drama,Ulrich Seidl,Ulrich Seidl ,Melanie Lenz,German,Austria,92,4184
47 Ronin,2013,Action,Carl Rinsch,Chris Morgan ,Keanu Reeves,English,USA,128,20518224
The Flat,2011,Documentary,Arnon Goldfinger,Arnon Goldfinger ,Michael Adler,Hebrew,Israel,97,467022
The English Teacher,2013,Comedy,Craig Zisk,Dan Chariton,Julianne Moore,English,USA,93,60166
Still Walking,2008,Drama,Hirokazu Koreeda,Hirokazu Koreeda ,Hiroshi Abe,Japanese,Japan,115,86000
How to Be a Latin Lover,2017,Comedy,Ken Marino,Jon Zack,Eugenio Derbez,English,USA,115,32088029
Jumping the Broom,2011,Comedy,Salim Akil,Elizabeth Hunter ,Angela Bassett,English,USA,112,37295394
"Definitely, Maybe",2008,Comedy,Adam Brooks,Adam Brooks,Ryan Reynolds,English,UK,112,32000000
Other People,2016,Comedy,Chris Kelly,Chris Kelly,Jesse Plemons,English,USA,97,62630
