Title,Year,Genre,Director,Writer,Actors,Language,Country,Runtime,BoxOffice
Invictus,2009,Biography,Clint Eastwood,Anthony Peckham ,Morgan Freeman,English,USA,134,37431431
Udaan,2010,Drama,Vikramaditya Motwane,Vikramaditya Motwane,Rajat Barmecha,Hindi,India,134,7461
Barney's Version,2010,Comedy,Richard J. Lewis,Mordecai Richler ,Paul Giamatti,English,Italy,134,7501404
Once Upon a Time in Mumbai,2010,Action,Milan Luthria,Rajat Arora,Ajay Devgn,Hindi,India,134,302862
This Is 40,2012,Comedy,Judd Apatow,Judd Apatow,Paul Rudd,English,USA,134,65200000
English Vinglish,2012,Comedy,Gauri Shinde,Gauri Shinde,Sridevi,Hindi,India,134,1416189
Singh Saab the Great,2013,Action,Anil Sharma,Shaktimaan Talwar,Sunny Deol,Hindi,India,134,223660
New World,2013,Crime,Hoon-jung Park,Hoon-jung Park ,Jung-jae Lee,Korean,South Korea,134,296512
Captain Phillips,2013,Biography,Paul Greengrass,Billy Ray ,Tom Hanks,English,USA,134,107100855
12 Years a Slave,2013,Biography,Steve McQueen,John Ridley ,Chiwetel Ejiofor,English,USA,134,50628650
Fury,2014,Action,David Ayer,David Ayer,Brad Pitt,English,USA,134,72609225
Foxcatcher,2014,Biography,Bennett Miller,E. Max Frye,Steve Carell,English,USA,134,9744477
Our Times,2015,Comedy,Yu Shan Chen,Yung-Ting Tseng,Vivian Sung,Mandarin,Taiwan,134,148302
One Two Three,2008,Comedy,Ashwani Dhir,Ashwani Dhir ,Tusshar Kapoor,Hindi,India,135,246724
Speed Racer,2008,Action,Lana Wachowski,Lilly Wachowski,Emile Hirsch,English,USA,135,43929341
The Lovely Bones,2009,Drama,Peter Jackson,Fran Walsh ,Mark Wahlberg,English,USA,135,43982842
Thirst,2009,Drama,Chan-wook Park,Emile Zola ,Kang-ho Song,Korean,South Korea,135,296441
Karthik Calling Karthik,2010,Drama,Vijay Lalwani,Vijay Lalwani ,Siddhartha Gupta,Hindi,India,135,262511
Tees Maar Khan,2010,Comedy,Farah Khan,Vishal Dadlani ,Akshay Kumar,Hindi,India,135,1076266
Gainsbourg: A Heroic Life,2010,Biography,Joann Sfar,Joann Sfar ,Eric Elmosnino,French,France,135,230311
Chillar Party,2011,Comedy,Vikas Bahl,Vikas Bahl ,Aarav Khanna,Hindi,India,135,6149
Melancholia,2011,Drama,Lars von Trier,Lars von Trier,Kirsten Dunst,English,Denmark,135,2900000
Jihne Mera Dil Luteya,2011,Comedy,Mandeep Kumar,Dheeraj Rattan,Gippy Grewal,Punjabi,India,135,461808
Kalakalappu,2012,Comedy,Sundar C.,Cable Sankar,Vimal,Tamil,India,135,30949
The Bourne Legacy,2012,Action,Tony Gilroy,Tony Gilroy ,Jeremy Renner,English,USA,135,113165635
The Thieves,2012,Action,Dong-hoon Choi,Dong-hoon Choi ,Yoon-Seok Kim,Korean,South Korea,135,316000
Paan Singh Tomar,2012,Action,Tigmanshu Dhulia,Sanjay Chauhan ,Irrfan Khan,Hindi,India,135,39567
American Promise,2013,Documentary,Joe Brewster,unknown,unknown,English,USA,135,94010
Wei ai zhi jian ru jia jing,2014,Comedy,Changwei Gu,Wei Gu,Angelababy,Chinese,China,135,271451
Jai Ho,2014,Action,Sohail Khan,A.R. Murugadoss ,Salman Khan,Hindi,India,135,1187266
Chaar Sahibzaade,2014,Animation,Harry Baweja,Harry Baweja ,Om Puri,Panjabi,India,135,791777
The Connection,2014,Action,Cedric Jimenez,Audrey Diwan ,Jean Dujardin,French,France,135,128657
Katti Batti,2015,Comedy,Nikkhil Advani,Nikkhil Advani,Suhaas Ahuja,Hindi,India,135,364932
Love,2015,Drama,Gaspar Noe,Gaspar Noe,Aomi Muyock,English,France,135,176061
Love,2015,Drama,Gaspar Noe,Gaspar Noe,Aomi Muyock,English,France,135,176061
Pirates of the Caribbean: On Stranger Tides,2011,Action,Rob Marshall,Ted Elliott ,Johnny Depp,English,USA,136,241063875
No One Killed Jessica,2011,Biography,Raj Kumar Gupta,Amitabh Bhattacharya ,Rani Mukerji,Hindi,India,136,439801
The Amazing Spider-Man,2012,Action,Marc Webb,James Vanderbilt ,Andrew Garfield,English,USA,136,262030663
The Pervert's Guide to Ideology,2012,Documentary,Sophie Fiennes,Slavoj Zizek ,Slavoj Zizek,English,UK,136,66236
Lootera,2013,Drama,Vikramaditya Motwane,O. Henry ,Ranveer Singh,Hindi,India,136,581813
Settai,2013,Comedy,R. Kannan,John Mahendran,Arya,Tamil,India,136,84405
Captain America: The Winter Soldier,2014,Action,Anthony Russo,Christopher Markus ,Chris Evans,English,USA,136,228636083
Detective Chinatown,2015,Action,Sicheng Chen,Sicheng Chen,Chengpeng Dong,Mandarin,China,136,435718
Star Wars: Episode VII - The Force Awakens,2015,Action,J.J. Abrams,Lawrence Kasdan,Harrison Ford,English,USA,136,936658640
Billu,2009,Comedy,Priyadarshan,Manisha Korde ,Irrfan Khan,Hindi,India,137,698910
J. Edgar,2011,Biography,Clint Eastwood,Dustin Lance Black,Leonardo DiCaprio,English,USA,137,37304451
The Phantom of the Opera at the Royal Albert Hall,2011,Drama,Nick Morris,Richard Stilgoe,Ramin Karimloo,English,UK,137,826991
7 Khoon Maaf,2011,Drama,Vishal Bhardwaj,Ruskin Bond ,Priyanka Chopra,Hindi,India,137,268662
A Royal Affair,2012,Biography,Nikolaj Arcel,Bodil Steensen-Leth ,Alicia Vikander,Danish,Denmark,137,1545726
The Tale of The Princess Kaguya,2013,Animation,Isao Takahata,Isao Takahata ,Chloe Grace Moretz,Japanese,Japan,137,408718
Ghanchakkar,2013,Comedy,Raj Kumar Gupta,Raj Kumar Gupta ,Vidya Balan,Hindi,India,137,203044
Third Person,2013,Drama,Paul Haggis,Paul Haggis ,Liam Neeson,English,Belgium,137,643843
Grand Fun,2013,Comedy,Indra Kumar,Tushar Hiranandani ,Vivek Oberoi,Hindi,India,137,404789
Unbroken,2014,Biography,Angelina Jolie,Joel Coen ,Jack O'Connell,English,USA,137,70500647
The Hunger Games: Mockingjay - Part 2,2015,Action,Francis Lawrence,Peter Craig ,Jennifer Lawrence,English,Germany,137,254641329
Pyaar Ka Punchnama 2,2015,Comedy,Luv Ranjan,Luv Ranjan ,Kartik Aaryan,Hindi,India,137,39312
Furious 7,2015,Action,James Wan,Chris Morgan,Vin Diesel,English,Japan,137,316986481
Child 44,2015,Crime,Daniel Espinosa,Richard Price ,Xavier Atkins,English,Czech Republic,137,1314609
Beasts of No Nation,2015,Drama,Cary Joji Fukunaga,Cary Joji Fukunaga ,Abraham Attah,English,USA,137,83861
The Legend of Drona,2008,Action,Goldie Behl,Goldie Behl,Jayshree Arora,Hindi,India,138,237647
Angels & Demons,2009,Mystery,Ron Howard,David Koepp ,Tom Hanks,English,USA,138,133375846
Wake Up Sid,2009,Comedy,Ayan Mukherjee,Ayan Mukherjee ,Ranbir Kapoor,Hindi,India,138,611574
Shutter Island,2010,Mystery,Martin Scorsese,Laeta Kalogridis ,Leonardo DiCaprio,English,USA,138,125001000
Double Dhamaal,2011,Comedy,Indra Kumar,Farhad Bhiwandiwala ,Sanjay Dutt,Hindi,India,138,543322
The Master,2012,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,English,USA,138,15800000
Flight,2012,Drama,Robert Zemeckis,John Gatins,Nadine Velazquez,English,USA,138,89400000
The Master,2012,Drama,Paul Thomas Anderson,Paul Thomas Anderson,Joaquin Phoenix,English,USA,138,15800000
American Hustle,2013,Crime,David O. Russell,Eric Warren Singer,Christian Bale,English,USA,138,99165609
The Cut,2014,Adventure,Fatih Akin,Fatih Akin,Tahar Rahim,Armenian,Germany,138,7803
Son of God,2014,Biography,Christopher Spencer,Richard Bedser,Diogo Morgado,English,USA,138,46305287
Beloved Sisters,2014,Drama,Dominik Graf,Dominik Graf ,Hannah Herzsprung,German,Germany,138,34958
Noah,2014,Action,Darren Aronofsky,Darren Aronofsky,Russell Crowe,English,USA,138,101160529
Army of Crime,2009,Drama,Robert Guediguian,Serge Le Peron ,Simon Abkarian,French,France,139,35416
Poetry,2010,Drama,Chang-dong Lee,Chang-dong Lee,Jeong-hie Yun,Korean,South Korea,139,355044
No Problem,2010,Action,Anees Bazmee,Ikram Akhtar ,Anil Kapoor,Hindi,India,139,242116
The Princess of Montpensier,2010,Action,Bertrand Tavernier,Jean Cosmos,Melanie Thierry,French,France,139,340917
The Tree of Life,2011,Drama,Terrence Malick,Terrence Malick,Brad Pitt,English,USA,139,13303319
Mere Brother Ki Dulhan,2011,Comedy,Ali Abbas Zafar,Ali Abbas Zafar,Imran Khan,Hindi,India,139,399429
Fukrey,2013,Comedy,Mrighdeep Lamba,Mrighdeep Lamba ,Altaf,Hindi,India,139,87133
Get on Up,2014,Biography,Tate Taylor,Jez Butterworth ,Chadwick Boseman,English,UK,139,22838662
Divergent,2014,Action,Neil Burger,Evan Daugherty ,Shailene Woodley,English,USA,139,129520735
Detective Byomkesh Bakshy!,2015,Action,Dibakar Banerjee,Urmi Juvekar,Sushant Singh Rajput,Hindi,India,139,579055
Public Enemies,2009,Biography,Michael Mann,Ronan Bennett ,Christian Bale,English,USA,140,97000000
Patiala House,2011,Drama,Nikkhil Advani,Nikkhil Advani ,Rishi Kapoor,Hindi,India,140,644010
Warrior,2011,Drama,Gavin O'Connor,Gavin O'Connor ,Joel Edgerton,English,USA,140,13600000
The Place Beyond the Pines,2012,Crime,Derek Cianfrance,Derek Cianfrance ,Ryan Gosling,English,USA,140,21300000
Husbands in Goa,2012,Comedy,Saji Surendran,Krishna Poojappura,Asif Ali,Malayalam,India,140,10135
Talaash,2012,Crime,Reema Kagti,Farhan Akhtar ,Aamir Khan,Hindi,India,140,2706375
Ferrari Ki Sawaari,2012,Comedy,Rajesh Mapuskar,Vidhu Vinod Chopra ,Sharman Joshi,Hindi,India,140,420046
Luv Shuv Tey Chicken Khurana,2012,Comedy,Sameer Sharma,Sumit Batheja,Kunal Kapoor,Hindi,India,140,140057
Rowdy Rathore,2012,Action,Prabhu Deva,Shiraz Ahmed,Akshay Kumar,Hindi,India,140,775981
Raanjhanaa,2013,Drama,Aanand L. Rai,Himanshu Sharma,Dhanush,Hindi,India,140,875051
Raanjhanaa,2013,Drama,Aanand L. Rai,Himanshu Sharma,Dhanush,Hindi,India,140,875051
Jatt & Juliet 2,2013,Comedy,Anurag Singh,Dheeraj Rattan,Diljit Dosanjh,Punjabi,Canada,140,244139
Changeling,2008,Biography,Clint Eastwood,J. Michael Straczynski,Angelina Jolie,English,USA,141,35707327
Changeling,2008,Biography,Clint Eastwood,J. Michael Straczynski,Angelina Jolie,English,USA,141,35707327
Delhi-6,2009,Comedy,Rakeysh Omprakash Mehra,Rakeysh Omprakash Mehra ,Waheeda Rehman,Hindi,India,141,86212800
Mr. Nobody,2009,Drama,Jaco Van Dormael,Jaco Van Dormael,Jared Leto,English,Belgium,141,3600
13 Assassins,2010,Action,Takashi Miike,Kaneo Ikegami ,Koji Yakusho,Japanese,Japan,141,802524
Khiladi 786,2012,Action,Ashish R. Mohan,Kushal Ved Bakshi ,Akshay Kumar,Hindi,India,141,352684
Son of Sardaar,2012,Action,Ashwani Dhir,Robin Bhatt ,Ajay Devgn,Punjabi,India,141,713754
Mandela: Long Walk to Freedom,2013,Biography,Justin Chadwick,William Nicholson ,Idris Elba,English,UK,141,4733032
Disco Singh,2014,Comedy,Anurag Singh,Anurag Singh,Diljit Dosanjh,Panjabi,India,141,171610
"She Smiles, She's Snared!",2014,Comedy,Vinil Mathew,Harshavardhan Kulkarni ,Sidharth Malhotra,Hindi,India,141,336985
The Taking of Tiger Mountain,2014,Action,Hark Tsui,Bo Qu ,Hanyu Zhang,Mandarin,China,141,228984
Sardaar Ji,2015,Comedy,Rohit Jugraj,Surmeet Maavi ,Diljit Dosanjh,Punjabi,Canada,141,554565
Avengers: Age of Ultron,2015,Action,Joss Whedon,Joss Whedon,Robert Downey Jr.,English,USA,141,429113729
Singh Is Bliing,2015,Action,Prabhudheva,Chintan Gandhi ,Akshay Kumar,Hindi,India,141,77300
Incredible Love,2009,Action,Sabir Khan,Sabir Khan ,Sylvester Stallone,Hindi,India,142,1000000
I Saw the Devil,2010,Action,Jee-woon Kim,Jee-woon Kim ,Byung-Hun Lee,Korean,South Korea,142,128392
The Hunger Games,2012,Action,Gary Ross,Gary Ross ,Stanley Tucci,English,USA,142,407981652
The Amazing Spider-Man 2,2014,Action,Marc Webb,Alex Kurtzman ,Andrew Garfield,English,USA,142,183277573
Singham Returns,2014,Action,Rohit Shetty,Rohit Shetty ,Ajay Devgn,Hindi,India,142,1231550
Singham,2011,Action,Rohit Shetty,Hari ,Ajay Devgn,Hindi,India,143,287458
The Avengers,2012,Action,Joss Whedon,Joss Whedon ,Robert Downey Jr.,English,USA,143,623279547
Skyfall,2012,Action,Sam Mendes,Neal Purvis,Daniel Craig,English,UK,143,299300000
Carry on Jatta,2012,Comedy,Smeep Kang,Smeep Kang ,Gippy Grewal,Punjabi,India,143,196659
The Great Gatsby,2013,Drama,Baz Luhrmann,Baz Luhrmann ,Lisa Adam,English,Australia,143,144812796
Man of Steel,2013,Action,Zack Snyder,David S. Goyer ,Henry Cavill,English,USA,143,291021565
Besharam,2013,Action,Abhinav Kashyap,Rajeev Barnwal,Ranbir Kapoor,Hindi,India,143,388915
The White Ribbon,2009,Drama,Michael Haneke,Michael Haneke,Christian Friedel,German,Germany,144,2077054
Housefull,2010,Comedy,Sajid Khan,Sameer Anjaan ,Akshay Kumar,Hindi,India,144,642156
Marley,2012,Documentary,Kevin Macdonald,unknown,Bob Marley,English,UK,144,1412124
The Hobbit: The Battle of the Five Armies,2014,Adventure,Peter Jackson,Fran Walsh ,Ian McKellen,English,New Zealand,144,187747747
The Martian,2015,Adventure,Ridley Scott,Drew Goddard ,Matt Damon,English,UK,144,202313768
Thoda Pyaar Thoda Magic,2008,Comedy,Kunal Kohli,Rohena Gera ,Rishi Kapoor,Hindi,India,145,181610
Dostana,2008,Comedy,Tarun Mansukhani,Anvita Dutt Guptan ,Abhishek Bachchan,Hindi,India,145,1235028
Dostana,2008,Comedy,Tarun Mansukhani,Anvita Dutt Guptan ,Abhishek Bachchan,Hindi,India,145,1235028
Ready,2011,Action,Anees Bazmee,Rajan Aggarwal ,Salman Khan,Hindi,India,145,910446
Back to 1942,2012,Drama,Xiaogang Feng,Zhenyun Liu ,Guoli Zhang,Mandarin,China,145,212475
Housefull 2,2012,Action,Sajid Khan,Tushar Hiranandani ,Akshay Kumar,Hindi,India,145,1586745
For Greater Glory: The True Story of Cristiada,2012,Drama,Dean Wright,Michael Love,Mauricio Kuri,Spanish,Mexico,145,5669081
Shaadi Ke Side Effects,2014,Comedy,Saket Chaudhary,Saket Chaudhary ,Farhan Akhtar,Hindi,India,145,856323
Cobain: Montage of Heck,2015,Documentary,Brett Morgen,Brett Morgen,Aaron Burckhard,English,USA,145,485164
Cobain: Montage of Heck,2015,Documentary,Brett Morgen,Brett Morgen,Aaron Burckhard,English,USA,145,485164
Funny People,2009,Comedy,Judd Apatow,Judd Apatow,Adam Sandler,English,USA,146,51814190
Harry Potter and the Deathly Hallows: Part 1,2010,Adventure,David Yates,Steve Kloves ,Bill Nighy,English,UK,146,294980434
Sex and the City 2,2010,Comedy,Michael Patrick King,Michael Patrick King,Sarah Jessica Parker,English,USA,146,95328937
The Flowers of War,2011,Drama,Yimou Zhang,Heng Liu ,Christian Bale,Mandarin,China,146,308164
The Help,2011,Drama,Tate Taylor,Tate Taylor ,Emma Stone,English,USA,146,169705587
War Horse,2011,Drama,Steven Spielberg,Lee Hall ,Jeremy Irvine,English,USA,146,79883359
Student of the Year,2012,Comedy,Karan Johar,Renzil D'Silva ,Sidharth Malhotra,Hindi,India,146,670086
Midnight's Children,2012,Drama,Deepa Mehta,Salman Rushdie ,Rajat Kapoor,English,Canada,146,85497
The Hunger Games: Catching Fire,2013,Action,Francis Lawrence,Simon Beaufoy ,Jennifer Lawrence,English,USA,146,336663349
R... Rajkumar,2013,Action,Prabhu Deva,Prabhu Deva ,Shahid Kapoor,Hindi,India,146,124669
Phata Poster Nikhla Hero,2013,Action,Rajkumar Santoshi,Rajkumar Santoshi,Shahid Kapoor,Hindi,India,146,390207
The Girl Who Kicked the Hornet's Nest,2009,Crime,Daniel Alfredson,Stieg Larsson ,Michael Nyqvist,Swedish,Sweden,147,5188972
West of Memphis,2012,Documentary,Amy Berg,Amy Berg,Michael Baden,English,New Zealand,147,309864
Straight Outta Compton,2015,Biography,F. Gary Gray,Jonathan Herman ,O'Shea Jackson Jr.,English,USA,147,129402415
Red Cliff,2008,Action,John Woo,John Woo ,Tony Chiu-Wai Leung,Mandarin,China,148,526841
Inception,2010,Action,Christopher Nolan,Christopher Nolan,Leonardo DiCaprio,English,USA,148,292568851
Biutiful,2010,Drama,Alejandro G. Inarritu,Alejandro G. Inarritu ,Javier Bardem,Spanish,Mexico,148,5100937
Don 2,2011,Action,Farhan Akhtar,Farhan Akhtar ,Shah Rukh Khan,Hindi,India,148,2425377
Inherent Vice,2014,Comedy,Paul Thomas Anderson,Paul Thomas Anderson ,Joanna Newsom,English,USA,148,6100613
Spectre,2015,Action,Sam Mendes,John Logan ,Daniel Craig,English,UK,148,208777731
The Baader Meinhof Complex,2008,Action,Uli Edel,Bernd Eichinger ,Martina Gedeck,German,Germany,150,296294
The Chronicles of Narnia: Prince Caspian,2008,Action,Andrew Adamson,Andrew Adamson ,Ben Barnes,English,USA,150,141614023
Transformers: Revenge of the Fallen,2009,Action,Michael Bay,Ehren Kruger,Shia LaBeouf,English,USA,150,402076689
Margaret,2011,Drama,Kenneth Lonergan,Kenneth Lonergan,Anna Paquin,English,USA,150,46495
Lincoln,2012,Biography,Steven Spielberg,Tony Kushner ,Daniel Day-Lewis,English,USA,150,129477447
Mugamoodi,2012,Action,Myshkin,Myshkin,Jiiva,Tamil,India,150,101911
Vettai,2012,Action,N. Linguswamy,N. Linguswamy,Arya,Tamil,India,150,198192
Goliyon Ki Rasleela Ram-Leela,2013,Drama,Sanjay Leela Bhansali,Sanjay Leela Bhansali ,Ranveer Singh,Hindi,India,150,2386695
Himmatwala,2013,Action,Sajid Khan,K. Raghavendra Rao ,Ajay Devgn,Hindi,India,150,270880
Goliyon Ki Rasleela Ram-Leela,2013,Drama,Sanjay Leela Bhansali,Sanjay Leela Bhansali ,Ranveer Singh,Hindi,India,150,2386695
The Lone Ranger,2013,Action,Gore Verbinski,Justin Haythe ,Johnny Depp,English,USA,150,89289910
Race 2,2013,Action,Abbas Alibhai Burmawalla,Shiraz Ahmed ,Saif Ali Khan,Hindi,India,150,1578996
The Raid 2,2014,Action,Gareth Evans,Gareth Evans,Iko Uwais,Indonesian,Indonesia,150,2372192
Yuvvraaj,2008,Comedy,Subhash Ghai,Sachin Bhowmick ,Salman Khan,Hindi,India,151,565440
Barfi!,2012,Comedy,Anurag Basu,Anurag Basu ,Ranbir Kapoor,Hindi,India,151,2804874
Masss,2015,Action,Venkat Prabhu,D.S. Kannan,Suriya,Tamil,India,151,85951
The Dark Knight,2008,Action,Christopher Nolan,Jonathan Nolan ,Christian Bale,English,USA,152,533316061
Bachna Ae Haseeno,2008,Comedy,Siddharth Anand,Aditya Chopra ,Ranbir Kapoor,Hindi,India,152,691678
Beyond the Hills,2012,Drama,Cristian Mungiu,Cristian Mungiu ,Cosmina Stratan,Romanian,Romania,152,71701
Satyagraha,2013,Drama,Prakash Jha,Ram Goutam ,Ajay Devgn,Hindi,India,152,738525
Gunday,2014,Action,Ali Abbas Zafar,Ali Abbas Zafar,Ranveer Singh,Hindi,India,152,413482
Fate Connection,2008,Comedy,Aziz Mirza,Sanjay Chhel,Shahid Kapoor,Hindi,India,153,479759
Inglourious Basterds,2009,Adventure,Quentin Tarantino,Quentin Tarantino,Brad Pitt,English,Germany,153,120523073
New York,2009,Crime,Kabir Khan,Aditya Chopra ,John Abraham,Hindi,India,153,981866
Harry Potter and the Half-Blood Prince,2009,Adventure,David Yates,Steve Kloves ,Daniel Radcliffe,English,UK,153,301920409
Prisoners,2013,Crime,Denis Villeneuve,Aaron Guzikowski,Hugh Jackman,English,USA,153,60962878
PK,2014,Comedy,Rajkumar Hirani,Rajkumar Hirani,Aamir Khan,Hindi,India,153,9027790
Bang Bang,2014,Action,Siddharth Anand,Sujoy Ghosh ,Hrithik Roshan,Hindi,India,153,2681879
Chandni Chowk to China,2009,Action,Nikkhil Advani,Rajat Arora ,Mithun Chakraborty,Hindi,India,154,869611
Little White Lies,2010,Comedy,Guillaume Canet,Guillaume Canet ,Francois Cluzet,French,France,154,183662
Transformers: Dark of the Moon,2011,Action,Michael Bay,Ehren Kruger,Shia LaBeouf,English,USA,154,352358779
Fists of Legend,2013,Action,Woo-Suk Kang,Min-seok Jang ,Cheol-woo Han,Korean,South Korea,154,134065
Yamla Pagla Deewana 2,2013,Action,Sangeeth Sivan,Jasvinder Bath ,Dharmendra,Hindi,India,154,84004
Any Body Can Dance 2,2015,Biography,Remo D'Souza,Remo D'Souza,Prabhu Deva,Hindi,India,154,889696
Jaane Tu... Ya Jaane Na,2008,Comedy,Abbas Tyrewala,Abbas Tyrewala,Imran Khan,Hindi,India,155,539857
A Prophet,2009,Crime,Jacques Audiard,Thomas Bidegain ,Tahar Rahim,French,France,155,1515303
Hotchpotch 3,2010,Action,Rohit Shetty,Bunty Rathore ,Mithun Chakraborty,Hindi,India,155,1132192
The Turin Horse,2011,Drama,Bela Tarr,Laszlo Krasznahorkai ,Janos Derzsi,Hungarian,Hungary,155,53690
Kaavalan,2011,Action,Siddique,Siddique,Joseph Vijay,Tamil,India,155,1174189
Bol Bachchan,2012,Action,Rohit Shetty,Yunus Sajawal ,Amitabh Bachchan,Hindi,India,155,1216258
Shootout at Wadala,2013,Action,Sanjay Gupta,Sanjay Bhatia ,Anil Kapoor,Hindi,India,155,369310
Shamitabh,2015,Drama,R. Balki,R. Balki,Amitabh Bachchan,Hindi,India,155,241720
U Me Aur Hum,2008,Drama,Ajay Devgn,Robin Bhatt ,Ajay Devgn,Hindi,India,156,1028191
Luck by Chance,2009,Drama,Zoya Akhtar,Zoya Akhtar ,Farhan Akhtar,Hindi,India,156,326187
Ra.One,2011,Action,Anubhav Sinha,David Benullo,Shah Rukh Khan,Hindi,India,156,2509150
Jawani Phir Nahi Ani,2015,Adventure,Nadeem Beyg,Vasay Chaudhry,Hamza Abbasi,Urdu,Pakistan,156,2256403
Premam,2015,Comedy,Alphonse Puthren,Alphonse Puthren,Nivin Pauly,Malayalam,India,156,825602
Premam,2015,Comedy,Alphonse Puthren,Alphonse Puthren,Nivin Pauly,Malayalam,India,156,825602
Once Upon a Time in Anatolia,2011,Crime,Nuri Bilge Ceylan,Ercan Kesal,Muhammet Uzuner,Turkish,Turkey,157,138730
Zero Dark Thirty,2012,Drama,Kathryn Bigelow,Mark Boal,Jason Clarke,English,USA,157,95720716
Agent Vinod,2012,Action,Sriram Raghavan,Arijit Biswas ,Kareena Kapoor,Hindi,India,157,632446
Tevar,2015,Action,Amit Ravindernath Sharma,Gunasekhar,Arjun Kapoor,Hindi,India,157,234207
2012,2009,Action,Roland Emmerich,Roland Emmerich,John Cusack,English,USA,158,166112167
The Girl with the Dragon Tattoo,2011,Crime,David Fincher,Steven Zaillian ,Daniel Craig,English,USA,158,102515793
Bajirao Mastani,2015,Action,Sanjay Leela Bhansali,Nagnath S. Inamdar ,Ranveer Singh,Hindi,India,158,6557047
La danse,2009,Documentary,Frederick Wiseman,unknown,unknown,French,France,159,500000
